modulus,residue,method,d,a,b
55440,34969,general_key_d_23,23,4,88
55440,36121,general_key_d_3,3,1,11
55440,36289,general_key_d_3,3,1,11
55440,36649,general_key_d_3,3,1,11
55440,37081,general_key_d_3,3,1,11
55440,37969,general_key_d_3,3,1,11
55440,38761,general_key_d_3,3,1,11
55440,38929,general_key_d_3,3,1,11
55440,43681,general_key_d_3,3,1,11
55440,44209,general_key_d_3,3,1,11
55440,45529,general_key_d_3,3,1,11
55440,46321,general_key_d_3,3,1,11
55440,48169,general_key_d_3,3,1,11
55440,51601,general_key_d_3,3,1,11
55440,52921,general_key_d_3,3,1,11
55440,53449,general_key_d_3,3,1,11
55440,54769,general_key_d_3,3,1,11
65520,9529,general_key_d_7,7,2,26
65520,12961,general_key_d_7,7,2,26
65520,34729,general_key_d_7,7,2,26
65520,38161,general_key_d_7,7,2,26
85680,289,general_key_d_11,11,10,34
85680,25489,general_key_d_11,11,10,34
146160,15649,general_key_d_11,11,15,29
146160,30769,general_key_d_11,11,15,29
186480,13801,general_key_d_19,19,2,74
186480,165001,general_key_d_19,19,2,74
216720,1849,general_key_d_11,11,1,43
216720,188329,general_key_d_11,11,1,43
720720,14281,general_key_d_19,19,11,65
720720,145321,general_key_d_19,19,11,65
720720,236041,general_key_d_19,19,11,65
720720,367081,general_key_d_19,19,11,65
942480,18649,general_key_d_7,7,11,17
942480,174889,general_key_d_7,7,11,17
942480,517609,general_key_d_7,7,11,17
942480,618409,general_key_d_7,7,11,17
1607760,12721,general_key_d_39,39,11,145
1607760,305041,general_key_d_39,39,11,145
1607760,345361,general_key_d_39,39,11,145
1607760,637681,general_key_d_39,39,11,145
4289040,12121,general_key_d_15,15,23,37
4289040,2189401,general_key_d_15,15,23,37
4289040,2562361,general_key_d_15,15,23,37
4289040,3928201,general_key_d_15,15,23,37
